ligand,receptor,lr_pair,classification,broad_category,source
CDH1,ITGA2_ITGB1,CDH1|ITGA2_ITGB1,Adhesion by Cadherin,ECM/Adhesion,cpdb_uniprot
GLS2_SLC1A1,GRM8,GLS2_SLC1A1|GRM8,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIA1,GLS2_SLC1A2|GRIA1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIA2,GLS2_SLC1A2|GRIA2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIA3,GLS2_SLC1A2|GRIA3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIA4,GLS2_SLC1A2|GRIA4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIK1,GLS2_SLC1A2|GRIK1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIK1_GRIK4,GLS2_SLC1A2|GRIK1_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIK1_GRIK5,GLS2_SLC1A2|GRIK1_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIK2,GLS2_SLC1A2|GRIK2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIK2_GRIK4,GLS2_SLC1A2|GRIK2_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIK2_GRIK5,GLS2_SLC1A2|GRIK2_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIK3,GLS2_SLC1A2|GRIK3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIK3_GRIK4,GLS2_SLC1A2|GRIK3_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIK3_GRIK5,GLS2_SLC1A2|GRIK3_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIN1_GRIN2A,GLS2_SLC1A2|GRIN1_GRIN2A,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIN1_GRIN2B,GLS2_SLC1A2|GRIN1_GRIN2B,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIN1_GRIN2C,GLS2_SLC1A2|GRIN1_GRIN2C,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRIN1_GRIN2D,GLS2_SLC1A2|GRIN1_GRIN2D,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRM1,GLS2_SLC1A2|GRM1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRM2,GLS2_SLC1A2|GRM2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRM3,GLS2_SLC1A2|GRM3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRM4,GLS2_SLC1A2|GRM4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRM5,GLS2_SLC1A2|GRM5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRM6,GLS2_SLC1A2|GRM6,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRM7,GLS2_SLC1A2|GRM7,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A2,GRM8,GLS2_SLC1A2|GRM8,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIA1,GLS2_SLC1A3|GRIA1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIA2,GLS2_SLC1A3|GRIA2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIA3,GLS2_SLC1A3|GRIA3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIA4,GLS2_SLC1A3|GRIA4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIK1,GLS2_SLC1A3|GRIK1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIK1_GRIK4,GLS2_SLC1A3|GRIK1_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIK1_GRIK5,GLS2_SLC1A3|GRIK1_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIK2,GLS2_SLC1A3|GRIK2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIK2_GRIK4,GLS2_SLC1A3|GRIK2_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIK2_GRIK5,GLS2_SLC1A3|GRIK2_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIK3,GLS2_SLC1A3|GRIK3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIK3_GRIK4,GLS2_SLC1A3|GRIK3_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIK3_GRIK5,GLS2_SLC1A3|GRIK3_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIN1_GRIN2A,GLS2_SLC1A3|GRIN1_GRIN2A,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIN1_GRIN2B,GLS2_SLC1A3|GRIN1_GRIN2B,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIN1_GRIN2C,GLS2_SLC1A3|GRIN1_GRIN2C,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRIN1_GRIN2D,GLS2_SLC1A3|GRIN1_GRIN2D,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRM1,GLS2_SLC1A3|GRM1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRM2,GLS2_SLC1A3|GRM2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRM3,GLS2_SLC1A3|GRM3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRM4,GLS2_SLC1A3|GRM4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRM5,GLS2_SLC1A3|GRM5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRM6,GLS2_SLC1A3|GRM6,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRM7,GLS2_SLC1A3|GRM7,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A3,GRM8,GLS2_SLC1A3|GRM8,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIA1,GLS2_SLC1A6|GRIA1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIA2,GLS2_SLC1A6|GRIA2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIA3,GLS2_SLC1A6|GRIA3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIA4,GLS2_SLC1A6|GRIA4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIK1,GLS2_SLC1A6|GRIK1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIK1_GRIK4,GLS2_SLC1A6|GRIK1_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIK1_GRIK5,GLS2_SLC1A6|GRIK1_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIK2,GLS2_SLC1A6|GRIK2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIK2_GRIK4,GLS2_SLC1A6|GRIK2_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIK2_GRIK5,GLS2_SLC1A6|GRIK2_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIK3,GLS2_SLC1A6|GRIK3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIK3_GRIK4,GLS2_SLC1A6|GRIK3_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIK3_GRIK5,GLS2_SLC1A6|GRIK3_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIN1_GRIN2A,GLS2_SLC1A6|GRIN1_GRIN2A,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIN1_GRIN2B,GLS2_SLC1A6|GRIN1_GRIN2B,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIN1_GRIN2C,GLS2_SLC1A6|GRIN1_GRIN2C,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRIN1_GRIN2D,GLS2_SLC1A6|GRIN1_GRIN2D,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRM1,GLS2_SLC1A6|GRM1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRM2,GLS2_SLC1A6|GRM2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRM3,GLS2_SLC1A6|GRM3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRM4,GLS2_SLC1A6|GRM4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRM5,GLS2_SLC1A6|GRM5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRM6,GLS2_SLC1A6|GRM6,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRM7,GLS2_SLC1A6|GRM7,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A6,GRM8,GLS2_SLC1A6|GRM8,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIA1,GLS2_SLC1A7|GRIA1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIA2,GLS2_SLC1A7|GRIA2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIA3,GLS2_SLC1A7|GRIA3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIA4,GLS2_SLC1A7|GRIA4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIK1,GLS2_SLC1A7|GRIK1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIK1_GRIK4,GLS2_SLC1A7|GRIK1_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIK1_GRIK5,GLS2_SLC1A7|GRIK1_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIK2,GLS2_SLC1A7|GRIK2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIK2_GRIK4,GLS2_SLC1A7|GRIK2_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIK2_GRIK5,GLS2_SLC1A7|GRIK2_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIK3,GLS2_SLC1A7|GRIK3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIK3_GRIK4,GLS2_SLC1A7|GRIK3_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIK3_GRIK5,GLS2_SLC1A7|GRIK3_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIN1_GRIN2A,GLS2_SLC1A7|GRIN1_GRIN2A,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIN1_GRIN2B,GLS2_SLC1A7|GRIN1_GRIN2B,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIN1_GRIN2C,GLS2_SLC1A7|GRIN1_GRIN2C,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRIN1_GRIN2D,GLS2_SLC1A7|GRIN1_GRIN2D,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRM1,GLS2_SLC1A7|GRM1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRM2,GLS2_SLC1A7|GRM2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRM3,GLS2_SLC1A7|GRM3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRM4,GLS2_SLC1A7|GRM4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRM5,GLS2_SLC1A7|GRM5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRM6,GLS2_SLC1A7|GRM6,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRM7,GLS2_SLC1A7|GRM7,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS2_SLC1A7,GRM8,GLS2_SLC1A7|GRM8,Signaling by Glutamate,Glutamate signaling,cpdb_special
SHMT1_SLC6A5,GLRA1_GLRB,SHMT1_SLC6A5|GLRA1_GLRB,Signaling by Glycine,Glycine signaling,cpdb_special
SHMT1_SLC6A5,GLRA2,SHMT1_SLC6A5|GLRA2,Signaling by Glycine,Glycine signaling,cpdb_special
SHMT1_SLC6A9,GLRA1_GLRB,SHMT1_SLC6A9|GLRA1_GLRB,Signaling by Glycine,Glycine signaling,cpdb_special
SHMT1_SLC6A9,GLRA2,SHMT1_SLC6A9|GLRA2,Signaling by Glycine,Glycine signaling,cpdb_special
SHMT2_SLC6A5,GLRA1_GLRB,SHMT2_SLC6A5|GLRA1_GLRB,Signaling by Glycine,Glycine signaling,cpdb_special
SHMT2_SLC6A5,GLRA2,SHMT2_SLC6A5|GLRA2,Signaling by Glycine,Glycine signaling,cpdb_special
SHMT2_SLC6A9,GLRA1_GLRB,SHMT2_SLC6A9|GLRA1_GLRB,Signaling by Glycine,Glycine signaling,cpdb_special
SHMT2_SLC6A9,GLRA2,SHMT2_SLC6A9|GLRA2,Signaling by Glycine,Glycine signaling,cpdb_special
GAS6,AXL,GAS6|AXL,Signaling by Growth arrest,Metabolic/Other,cpdb_uniprot
GAS6,MERTK,GAS6|MERTK,Signaling by Growth arrest,Metabolic/Other,cpdb_uniprot
GAS6,TYRO3,GAS6|TYRO3,Signaling by Growth arrest,Metabolic/Other,cpdb_uniprot
GDF1,ACVR1B_ACVR2B,GDF1|ACVR1B_ACVR2B,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF10,ACVR1B_ACVR2B,GDF10|ACVR1B_ACVR2B,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF11,ACVR1B_ACVR2A,GDF11|ACVR1B_ACVR2A,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF11,ACVR1B_ACVR2B,GDF11|ACVR1B_ACVR2B,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF11,ACVR2A_TGFBR1,GDF11|ACVR2A_TGFBR1,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF11,ACVR2B_TGFBR1,GDF11|ACVR2B_TGFBR1,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF2,ACVR2A_ACVRL1,GDF2|ACVR2A_ACVRL1,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF2,ACVRL1_BMPR2,GDF2|ACVRL1_BMPR2,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF3,ACVR1B_ACVR2B,GDF3|ACVR1B_ACVR2B,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF5,ACVR2A_BMPR1A,GDF5|ACVR2A_BMPR1A,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF5,ACVR2A_BMPR1B,GDF5|ACVR2A_BMPR1B,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF5,ACVR2B_BMPR1A,GDF5|ACVR2B_BMPR1A,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF5,ACVR2B_BMPR1B,GDF5|ACVR2B_BMPR1B,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF5,BMPR1B_BMPR2,GDF5|BMPR1B_BMPR2,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF6,ACVR2A_BMPR1A,GDF6|ACVR2A_BMPR1A,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF6,ACVR2A_BMPR1B,GDF6|ACVR2A_BMPR1B,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF6,ACVR2B_BMPR1B,GDF6|ACVR2B_BMPR1B,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF6,BMPR1A_BMPR2,GDF6|BMPR1A_BMPR2,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF6,BMPR1B_BMPR2,GDF6|BMPR1B_BMPR2,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF7,ACVR2A_BMPR1A,GDF7|ACVR2A_BMPR1A,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF7,ACVR2A_BMPR1B,GDF7|ACVR2A_BMPR1B,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF7,ACVR2B_BMPR1A,GDF7|ACVR2B_BMPR1A,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF7,ACVR2B_BMPR1B,GDF7|ACVR2B_BMPR1B,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF7,BMPR1A_BMPR2,GDF7|BMPR1A_BMPR2,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF7,BMPR1B_BMPR2,GDF7|BMPR1B_BMPR2,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
GDF9,BMPR2_TGFBR1,GDF9|BMPR2_TGFBR1,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
MSTN,ACVR1B_ACVR2B,MSTN|ACVR1B_ACVR2B,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
MSTN,ACVR2A_TGFBR1,MSTN|ACVR2A_TGFBR1,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
MSTN,ACVR2B_TGFBR1,MSTN|ACVR2B_TGFBR1,Signaling by Growth differentiation factor,Growth Factor/Neurotrophic,cpdb_uniprot
BTC,ERBB3,BTC|ERBB3,Signaling by Betacellulin,Growth Factor/Neurotrophic,cpdb_uniprot
BTC,ERBB4,BTC|ERBB4,Signaling by Betacellulin,Growth Factor/Neurotrophic,cpdb_uniprot
GHRH,GHRHR,GHRH|GHRHR,Signaling by Growth hormone-releasing hormone,Hormones/Endocrine,cpdb_uniprot
GHRL,GHRHR,GHRL|GHRHR,Signaling by Growth hormone-releasing hormone,Hormones/Endocrine,cpdb_uniprot
GHRL,GHSR,GHRL|GHSR,Signaling by Growth hormone-releasing hormone,Hormones/Endocrine,cpdb_uniprot
GHRL,GPR39,GHRL|GPR39,Signaling by Growth hormone-releasing hormone,Hormones/Endocrine,cpdb_uniprot
HDC,HRH1,HDC|HRH1,Signaling by Histamine,Monoamine signaling,cpdb_special
HDC,HRH2,HDC|HRH2,Signaling by Histamine,Monoamine signaling,cpdb_special
HDC,HRH3,HDC|HRH3,Signaling by Histamine,Monoamine signaling,cpdb_special
HDC,HRH4,HDC|HRH4,Signaling by Histamine,Monoamine signaling,cpdb_special
HLA-A,KIR3DL1,HLA-A|KIR3DL1,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-B,KIR3DL2,HLA-B|KIR3DL2,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-C,KIR2DL1,HLA-C|KIR2DL1,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-C,KIR2DL3,HLA-C|KIR2DL3,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-E,KLRC1,HLA-E|KLRC1,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-E,KLRC1_KLRD1,HLA-E|KLRC1_KLRD1,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-E,KLRC2,HLA-E|KLRC2,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-E,KLRC2_KLRD1,HLA-E|KLRC2_KLRD1,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-E,KLRC3_KLRD1,HLA-E|KLRC3_KLRD1,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-E,KLRK1,HLA-E|KLRK1,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-F,KIR3DL1,HLA-F|KIR3DL1,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-F,KIR3DL2,HLA-F|KIR3DL2,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-F,KIR3DS1,HLA-F|KIR3DS1,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-F,LILRB1,HLA-F|LILRB1,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-F,LILRB2,HLA-F|LILRB2,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-G,LILRB1,HLA-G|LILRB1,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
HLA-G,LILRB2,HLA-G|LILRB2,Signaling by HLA,Immune/Inflammatory,cpdb_uniprot
MT-RNR2,FPR2,MT-RNR2|FPR2,Signaling by Humanin,Metabolic/Other,cpdb_uniprot
MT-RNR2,FPR3,MT-RNR2|FPR3,Signaling by Humanin,Metabolic/Other,cpdb_uniprot
IHH,BOC_PTCH1,IHH|BOC_PTCH1,Signaling by Indian hedgehog,Notch/Hedgehog,cpdb_uniprot
IHH,CDON_PTCH1,IHH|CDON_PTCH1,Signaling by Indian hedgehog,Notch/Hedgehog,cpdb_uniprot
IHH,GAS1_PTCH1,IHH|GAS1_PTCH1,Signaling by Indian hedgehog,Notch/Hedgehog,cpdb_uniprot
IHH,HHIP,IHH|HHIP,Signaling by Indian hedgehog,Notch/Hedgehog,cpdb_uniprot
INHBA_INHBB,ACVR1_ACVR2A,INHBA_INHBB|ACVR1_ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHBA_INHBB,ACVR1_ACVR2B,INHBA_INHBB|ACVR1_ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHBA_INHBB,ACVR1B_ACVR2A,INHBA_INHBB|ACVR1B_ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHBA_INHBB,ACVR1B_ACVR2B,INHBA_INHBB|ACVR1B_ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHBA_INHBB,ACVR1C_ACVR2A,INHBA_INHBB|ACVR1C_ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHBA_INHBB,ACVR1C_ACVR2B,INHBA_INHBB|ACVR1C_ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INS,INSR,INS|INSR,Signaling by Insulin-like precursor,Hormones/Endocrine,cpdb_uniprot
INSL3,RXFP2,INSL3|RXFP2,Signaling by Insulin-like precursor,Hormones/Endocrine,cpdb_uniprot
INSL5,RXFP4,INSL5|RXFP4,Signaling by Insulin-like precursor,Hormones/Endocrine,cpdb_uniprot
IGF1,GPC3_IGF1R,IGF1|GPC3_IGF1R,Signaling by Insulin-like growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
IGF1,IGF1R,IGF1|IGF1R,Signaling by Insulin-like growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
IGF1,ITGA6_ITGB4,IGF1|ITGA6_ITGB4,Signaling by Insulin-like growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
IGF1,ITGAV_ITGB3,IGF1|ITGAV_ITGB3,Signaling by Insulin-like growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
IGF2,IGF1R,IGF2|IGF1R,Signaling by Insulin-like growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
IGF2,IGF2R,IGF2|IGF2R,Signaling by Insulin-like growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
IGFBP3,TMEM219,IGFBP3|TMEM219,Signaling by Insulin-like growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
IGFL1,IGFLR1,IGFL1|IGFLR1,Signaling by Insulin-like growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
IGFL2,IGFLR1,IGFL2|IGFLR1,Signaling by Insulin-like growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
IGFL3,IGFLR1,IGFL3|IGFLR1,Signaling by Insulin-like growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
IFNA1,IFNAR1_IFNAR2,IFNA1|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNA10,IFNAR1_IFNAR2,IFNA10|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNA14,IFNAR1_IFNAR2,IFNA14|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNA16,IFNAR1_IFNAR2,IFNA16|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNA17,IFNAR1_IFNAR2,IFNA17|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNA2,IFNAR1_IFNAR2,IFNA2|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNA21,IFNAR1_IFNAR2,IFNA21|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNA4,IFNAR1_IFNAR2,IFNA4|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNA5,IFNAR1_IFNAR2,IFNA5|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNA6,IFNAR1_IFNAR2,IFNA6|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNA7,IFNAR1_IFNAR2,IFNA7|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNA8,IFNAR1_IFNAR2,IFNA8|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
