ligand,receptor,lr_pair,classification,broad_category,source
CDH1,ITGA2_ITGB1,CDH1|ITGA2_ITGB1,Adhesion by Cadherin,ECM/Adhesion,cpdb_uniprot
IFNB1,IFNAR1_IFNAR2,IFNB1|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNE,IFNAR1_IFNAR2,IFNE|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNG,IFNGR1_IFNGR2,IFNG|IFNGR1_IFNGR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNK,IFNAR1_IFNAR2,IFNK|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNL1,IFNLR1_IL10RB,IFNL1|IFNLR1_IL10RB,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNL2,IFNLR1_IL10RB,IFNL2|IFNLR1_IL10RB,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNL3,IFNLR1_IL10RB,IFNL3|IFNLR1_IL10RB,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
IFNW1,IFNAR1_IFNAR2,IFNW1|IFNAR1_IFNAR2,Signaling by Interferon,Immune/Inflammatory,cpdb_uniprot
EBI3_IL12A,IL12RB2_IL6ST,EBI3_IL12A|IL12RB2_IL6ST,Signaling by Interleukin,Immune/Inflammatory,cpdb_interactors
EBI3_IL27,IL27RA_IL6ST,EBI3_IL27|IL27RA_IL6ST,Signaling by Interleukin,Immune/Inflammatory,cpdb_interactors
IL10,IL10RA_IL10RB,IL10|IL10RA_IL10RB,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL11,IL11RA_IL6ST,IL11|IL11RA_IL6ST,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL12A_IL12B,IL12RB1_IL12RB2,IL12A_IL12B|IL12RB1_IL12RB2,Signaling by Interleukin,Immune/Inflammatory,cpdb_interactors
IL12B_IL23A,IL12RB1_IL23R,IL12B_IL23A|IL12RB1_IL23R,Signaling by Interleukin,Immune/Inflammatory,cpdb_interactors
IL13,IL13RA1_IL4R,IL13|IL13RA1_IL4R,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL13,IL13RA2,IL13|IL13RA2,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL15,IL15RA_IL2RB,IL15|IL15RA_IL2RB,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL17A_IL17F,IL17RA_IL17RC,IL17A_IL17F|IL17RA_IL17RC,Signaling by Interleukin,Immune/Inflammatory,cpdb_interactors
IL17C,IL17RA_IL17RE,IL17C|IL17RA_IL17RE,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL17F,IL17RA_IL17RC,IL17F|IL17RA_IL17RC,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL18,IL18R1_IL18RAP,IL18|IL18R1_IL18RAP,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL19,IL20RA_IL20RB,IL19|IL20RA_IL20RB,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL1A,IL1R1_IL1RAP,IL1A|IL1R1_IL1RAP,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL1A,IL1R2_IL1RAP,IL1A|IL1R2_IL1RAP,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL1B,IL1R1_IL1RAP,IL1B|IL1R1_IL1RAP,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL1B,IL1R2_IL1RAP,IL1B|IL1R2_IL1RAP,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL1F10,IL1RAP_IL1RL2,IL1F10|IL1RAP_IL1RL2,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL1RAP,PTPRF,IL1RAP|PTPRF,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL1RN,IL1R1_IL1RAP,IL1RN|IL1R1_IL1RAP,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL1RN,IL1R2_IL1RAP,IL1RN|IL1R2_IL1RAP,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL2,IL2RA_IL2RB_IL2RG,IL2|IL2RA_IL2RB_IL2RG,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL2,IL2RB_IL2RG,IL2|IL2RB_IL2RG,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL20,IL20RA_IL20RB,IL20|IL20RA_IL20RB,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL20,IL20RB_IL22RA1,IL20|IL20RB_IL22RA1,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL21,IL21R_IL2RG,IL21|IL21R_IL2RG,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL22,IL10RB_IL22RA1,IL22|IL10RB_IL22RA1,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL24,IL20RA_IL20RB,IL24|IL20RA_IL20RB,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL24,IL20RB_IL22RA1,IL24|IL20RB_IL22RA1,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL25,IL17RA_IL17RB,IL25|IL17RA_IL17RB,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL26,IL10RB_IL20RA,IL26|IL10RB_IL20RA,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL3,CSF2RB_IL3RA,IL3|CSF2RB_IL3RA,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL33,IL1RAP_IL1RL1,IL33|IL1RAP_IL1RL1,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL34,CSF1R,IL34|CSF1R,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL36A,IL1RAP_IL1RL2,IL36A|IL1RAP_IL1RL2,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL36B,IL1RAP_IL1RL2,IL36B|IL1RAP_IL1RL2,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL36G,IL1RAP_IL1RL2,IL36G|IL1RAP_IL1RL2,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL36RN,IL1RAP_IL1RL2,IL36RN|IL1RAP_IL1RL2,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL37,IL18R1_SIGIRR,IL37|IL18R1_SIGIRR,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL4,IL13RA1_IL4R,IL4|IL13RA1_IL4R,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL4,IL2RG_IL4R,IL4|IL2RG_IL4R,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL5,CSF2RB_IL5RA,IL5|CSF2RB_IL5RA,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL6,IL6R_IL6ST,IL6|IL6R_IL6ST,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL7,IL2RG_IL7R,IL7|IL2RG_IL7R,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
IL9,IL2RG_IL9R,IL9|IL2RG_IL9R,Signaling by Interleukin,Immune/Inflammatory,cpdb_uniprot
RAET1E,HCST_KLRK1,RAET1E|HCST_KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Immune/Inflammatory,cpdb_uniprot
RAET1G,HCST_KLRK1,RAET1G|HCST_KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Immune/Inflammatory,cpdb_uniprot
RAET1L,HCST_KLRK1,RAET1L|HCST_KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Immune/Inflammatory,cpdb_uniprot
ULBP1,HCST_KLRK1,ULBP1|HCST_KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Immune/Inflammatory,cpdb_uniprot
ULBP2,HCST_KLRK1,ULBP2|HCST_KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Immune/Inflammatory,cpdb_uniprot
ULBP3,HCST_KLRK1,ULBP3|HCST_KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Immune/Inflammatory,cpdb_uniprot
KNG1,BDKRB1,KNG1|BDKRB1,Signaling by Kininogen,Hormones/Endocrine,cpdb_uniprot
KNG1,BDKRB2,KNG1|BDKRB2,Signaling by Kininogen,Hormones/Endocrine,cpdb_uniprot
KNG1,RXFP4,KNG1|RXFP4,Signaling by Kininogen,Hormones/Endocrine,cpdb_uniprot
LEFTY1,TDGF1,LEFTY1|TDGF1,Signaling by Left-right determination factor,Growth Factor/Neurotrophic,cpdb_uniprot
LEFTY2,TDGF1,LEFTY2|TDGF1,Signaling by Left-right determination factor,Growth Factor/Neurotrophic,cpdb_uniprot
CLEC2A,KLRF2,CLEC2A|KLRF2,Signaling by Leptin,Hormones/Endocrine,cpdb_uniprot
CLEC2B,KLRF1,CLEC2B|KLRF1,Signaling by Leptin,Hormones/Endocrine,cpdb_uniprot
LRRC4B,PTPRD,LRRC4B|PTPRD,Signaling by Leucine Rich Repeat And Fibronectin,Synaptic adhesion,cpdb_uniprot
LRRC4B,PTPRF,LRRC4B|PTPRF,Signaling by Leucine Rich Repeat And Fibronectin,Synaptic adhesion,cpdb_uniprot
LRRC4B,PTPRS,LRRC4B|PTPRS,Signaling by Leucine Rich Repeat And Fibronectin,Synaptic adhesion,cpdb_uniprot
LRRC4C,PTPRF,LRRC4C|PTPRF,Signaling by Leucine Rich Repeat And Fibronectin,Synaptic adhesion,cpdb_uniprot
LRFN4,PTPRD,LRFN4|PTPRD,Signaling by Leucine Rich Repeat And Fibronectin,Synaptic adhesion,cpdb_uniprot
LRFN4,PTPRF,LRFN4|PTPRF,Signaling by Leucine Rich Repeat And Fibronectin,Synaptic adhesion,cpdb_uniprot
LRFN4,PTPRS,LRFN4|PTPRS,Signaling by Leucine Rich Repeat And Fibronectin,Synaptic adhesion,cpdb_uniprot
LRFN5,PTPRD,LRFN5|PTPRD,Signaling by Leucine Rich Repeat And Fibronectin,Synaptic adhesion,cpdb_uniprot
LRFN5,PTPRF,LRFN5|PTPRF,Signaling by Leucine Rich Repeat And Fibronectin,Synaptic adhesion,cpdb_uniprot
LRFN5,PTPRS,LRFN5|PTPRS,Signaling by Leucine Rich Repeat And Fibronectin,Synaptic adhesion,cpdb_uniprot
LRRTM1,NRXN1,LRRTM1|NRXN1,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Synaptic adhesion,cpdb_uniprot
LRRTM1,NRXN2,LRRTM1|NRXN2,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Synaptic adhesion,cpdb_uniprot
LRRTM1,NRXN3,LRRTM1|NRXN3,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Synaptic adhesion,cpdb_uniprot
LRRTM2,NRXN1,LRRTM2|NRXN1,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Synaptic adhesion,cpdb_uniprot
LRRTM2,NRXN2,LRRTM2|NRXN2,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Synaptic adhesion,cpdb_uniprot
LRRTM2,NRXN3,LRRTM2|NRXN3,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Synaptic adhesion,cpdb_uniprot
LRRTM3,NRXN1,LRRTM3|NRXN1,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Synaptic adhesion,cpdb_uniprot
LRRTM3,NRXN2,LRRTM3|NRXN2,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Synaptic adhesion,cpdb_uniprot
LRRTM3,NRXN3,LRRTM3|NRXN3,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Synaptic adhesion,cpdb_uniprot
LRRTM4,NRXN1,LRRTM4|NRXN1,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Synaptic adhesion,cpdb_uniprot
LRRTM4,NRXN2,LRRTM4|NRXN2,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Synaptic adhesion,cpdb_uniprot
LRRTM4,NRXN3,LRRTM4|NRXN3,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Synaptic adhesion,cpdb_uniprot
LRRTM4,PTPRS,LRRTM4|PTPRS,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Synaptic adhesion,cpdb_uniprot
NCAM1,AGRN,NCAM1|AGRN,Signaling by Fibroblast growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
DPEP1,CYSLTR1,DPEP1|CYSLTR1,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
DPEP1,CYSLTR2,DPEP1|CYSLTR2,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
DPEP2,CYSLTR1,DPEP2|CYSLTR1,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
DPEP2,CYSLTR2,DPEP2|CYSLTR2,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
DPEP3,CYSLTR1,DPEP3|CYSLTR1,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
DPEP3,CYSLTR2,DPEP3|CYSLTR2,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
GGT1,CYSLTR1,GGT1|CYSLTR1,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
GGT1,CYSLTR2,GGT1|CYSLTR2,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
GGT1_GGT5,CYSLTR1,GGT1_GGT5|CYSLTR1,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
GGT1_GGT5,CYSLTR2,GGT1_GGT5|CYSLTR2,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
GGT1_GGT5,GPR17,GGT1_GGT5|GPR17,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
LTA4H,GPR17,LTA4H|GPR17,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
LTA4H,LTB4R,LTA4H|LTB4R,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
LTA4H,LTB4R2,LTA4H|LTB4R2,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
LTB,LTBR,LTB|LTBR,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_uniprot
LTC4S,CYSLTR1,LTC4S|CYSLTR1,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
LTC4S,CYSLTR2,LTC4S|CYSLTR2,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
PTGR1,LTB4R,PTGR1|LTB4R,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
PTGR1,LTB4R2,PTGR1|LTB4R2,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
ALOX12,CYSLTR1,ALOX12|CYSLTR1,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
ALOX12,FPR2,ALOX12|FPR2,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
ALOX5_ALOX5AP_LTC4S,CYSLTR1,ALOX5_ALOX5AP_LTC4S|CYSLTR1,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
ALOX5_ALOX5AP_LTC4S,CYSLTR2,ALOX5_ALOX5AP_LTC4S|CYSLTR2,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
ALOX5_ALOX5AP_LTC4S,FPR2,ALOX5_ALOX5AP_LTC4S|FPR2,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
ALOX5_ALOX5AP_LTC4S,GPR17,ALOX5_ALOX5AP_LTC4S|GPR17,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
ALOX5_ALOX5AP_LTC4S,OXER1,ALOX5_ALOX5AP_LTC4S|OXER1,Signaling by Lipoxin/Leukotriene,Lipid signaling,cpdb_special
XCL1,XCR1,XCL1|XCR1,Signaling by Lymphotactin,Immune/Inflammatory,cpdb_uniprot
XCL2,XCR1,XCL2|XCR1,Signaling by Lymphotactin,Immune/Inflammatory,cpdb_uniprot
LPAR1,ADGRE5,LPAR1|ADGRE5,Signaling by Lysophosphatidic acid receptor,Lipid signaling,cpdb_uniprot
LPAR2,ADGRE5,LPAR2|ADGRE5,Signaling by Lysophosphatidic acid receptor,Lipid signaling,cpdb_uniprot
LPAR3,ADGRE5,LPAR3|ADGRE5,Signaling by Lysophosphatidic acid receptor,Lipid signaling,cpdb_uniprot
ASMT,MTNR1A,ASMT|MTNR1A,Signaling by Melatonin,Monoamine signaling,cpdb_special
ASMT,MTNR1B,ASMT|MTNR1B,Signaling by Melatonin,Monoamine signaling,cpdb_special
MDK,ALK,MDK|ALK,Signaling by Midkine,Growth Factor/Neurotrophic,cpdb_uniprot
MDK,PTPRZ1,MDK|PTPRZ1,Signaling by Midkine,Growth Factor/Neurotrophic,cpdb_uniprot
AMH,ACVR1_AMHR2,AMH|ACVR1_AMHR2,Signaling by Muellerian-inhibiting factor,Growth Factor/Neurotrophic,cpdb_uniprot
AMH,AMHR2_BMPR1A,AMH|AMHR2_BMPR1A,Signaling by Muellerian-inhibiting factor,Growth Factor/Neurotrophic,cpdb_uniprot
AMH,AMHR2_BMPR1B,AMH|AMHR2_BMPR1B,Signaling by Muellerian-inhibiting factor,Growth Factor/Neurotrophic,cpdb_uniprot
NECTIN2,TIGIT,NECTIN2|TIGIT,Adhesion by Nectin,ECM/Adhesion,cpdb_uniprot
NECTIN3,PVR,NECTIN3|PVR,Signaling by Nectin,ECM/Adhesion,cpdb_uniprot
NECTIN3,TIGIT,NECTIN3|TIGIT,Signaling by Nectin,ECM/Adhesion,cpdb_uniprot
NTN1,DCC,NTN1|DCC,Signaling by Netrin,Axon guidance,cpdb_uniprot
NTN1,DSCAM,NTN1|DSCAM,Signaling by Netrin,Axon guidance,cpdb_uniprot
NTN1,UNC5A,NTN1|UNC5A,Signaling by Netrin,Axon guidance,cpdb_uniprot
NTN1,UNC5B,NTN1|UNC5B,Signaling by Netrin,Axon guidance,cpdb_uniprot
NTN1,UNC5C,NTN1|UNC5C,Signaling by Netrin,Axon guidance,cpdb_uniprot
NTN4,NTRK2,NTN4|NTRK2,Signaling by Netrin,Axon guidance,cpdb_uniprot
NTN4,UNC5B,NTN4|UNC5B,Signaling by Netrin,Axon guidance,cpdb_uniprot
NTN4,UNC5D,NTN4|UNC5D,Signaling by Netrin,Axon guidance,cpdb_uniprot
NRG1,ERBB3,NRG1|ERBB3,Signaling by Neuregulin,Growth Factor/Neurotrophic,cpdb_uniprot
NRG1,ERBB4,NRG1|ERBB4,Signaling by Neuregulin,Growth Factor/Neurotrophic,cpdb_uniprot
NRG1,ITGA6_ITGB4,NRG1|ITGA6_ITGB4,Signaling by Neuregulin,Growth Factor/Neurotrophic,cpdb_uniprot
NRG2,ERBB3,NRG2|ERBB3,Signaling by Neuregulin,Growth Factor/Neurotrophic,cpdb_uniprot
NRG2,ERBB4,NRG2|ERBB4,Signaling by Neuregulin,Growth Factor/Neurotrophic,cpdb_uniprot
NRG3,ERBB4,NRG3|ERBB4,Signaling by Neuregulin,Growth Factor/Neurotrophic,cpdb_uniprot
NRG4,ERBB4,NRG4|ERBB4,Signaling by Neuregulin,Growth Factor/Neurotrophic,cpdb_uniprot
NRXN1,ADGRL1,NRXN1|ADGRL1,Signaling by Neurexin,Synaptic adhesion,cpdb_uniprot
NRXN1,DAG1,NRXN1|DAG1,Signaling by Neurexin,Synaptic adhesion,cpdb_uniprot
NRXN2,ADGRL1,NRXN2|ADGRL1,Signaling by Neurexin,Synaptic adhesion,cpdb_uniprot
NRXN2,DAG1,NRXN2|DAG1,Signaling by Neurexin,Synaptic adhesion,cpdb_uniprot
NRXN3,ADGRL1,NRXN3|ADGRL1,Signaling by Neurexin,Synaptic adhesion,cpdb_uniprot
NLGN1,NRXN1,NLGN1|NRXN1,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN1,NRXN2,NLGN1|NRXN2,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN1,NRXN3,NLGN1|NRXN3,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN2,NRXN1,NLGN2|NRXN1,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN2,NRXN2,NLGN2|NRXN2,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN2,NRXN3,NLGN2|NRXN3,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN3,NRXN1,NLGN3|NRXN1,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN3,NRXN2,NLGN3|NRXN2,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN3,NRXN3,NLGN3|NRXN3,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN3,PTPRD,NLGN3|PTPRD,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN4X,NRXN1,NLGN4X|NRXN1,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN4X,NRXN2,NLGN4X|NRXN2,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN4X,NRXN3,NLGN4X|NRXN3,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN4Y,NRXN1,NLGN4Y|NRXN1,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NLGN4Y,NRXN2,NLGN4Y|NRXN2,Signaling by Neuroligin,Synaptic adhesion,cpdb_uniprot
NMB,GRPR,NMB|GRPR,Signaling by Neuromedin,Neuropeptide signaling,cpdb_uniprot
NMB,NMBR,NMB|NMBR,Signaling by Neuromedin,Neuropeptide signaling,cpdb_uniprot
NMS,NMUR1,NMS|NMUR1,Signaling by Neuromedin,Neuropeptide signaling,cpdb_uniprot
NMS,NMUR2,NMS|NMUR2,Signaling by Neuromedin,Neuropeptide signaling,cpdb_uniprot
NMU,NMUR1,NMU|NMUR1,Signaling by Neuromedin,Neuropeptide signaling,cpdb_uniprot
NMU,NMUR2,NMU|NMUR2,Signaling by Neuromedin,Neuropeptide signaling,cpdb_uniprot
NPB,NPBWR1,NPB|NPBWR1,Signaling by Neuropeptide precursor,Neuropeptide signaling,cpdb_uniprot
NPB,NPBWR2,NPB|NPBWR2,Signaling by Neuropeptide precursor,Neuropeptide signaling,cpdb_uniprot
NPFF,NPFFR1,NPFF|NPFFR1,Signaling by Neuropeptide precursor,Neuropeptide signaling,cpdb_uniprot
NPFF,NPFFR2,NPFF|NPFFR2,Signaling by Neuropeptide precursor,Neuropeptide signaling,cpdb_uniprot
NPPA,NPR1,NPPA|NPR1,Signaling by Neuropeptide precursor,Neuropeptide signaling,cpdb_uniprot
NPS,NPSR1,NPS|NPSR1,Signaling by Neuropeptide precursor,Neuropeptide signaling,cpdb_uniprot
NPW,NPBWR1,NPW|NPBWR1,Signaling by Neuropeptide precursor,Neuropeptide signaling,cpdb_uniprot
NPW,NPBWR2,NPW|NPBWR2,Signaling by Neuropeptide precursor,Neuropeptide signaling,cpdb_uniprot
NTS,NTSR1,NTS|NTSR1,Signaling by Neurotensin,Neuropeptide signaling,cpdb_uniprot
NTS,NTSR2,NTS|NTSR2,Signaling by Neurotensin,Neuropeptide signaling,cpdb_uniprot
NTS,SORT1,NTS|SORT1,Signaling by Neurotensin,Neuropeptide signaling,cpdb_uniprot
NRTN,GFRA2_RET,NRTN|GFRA2_RET,Signaling by Neurotrophin,Growth Factor/Neurotrophic,cpdb_uniprot
NTF3,NGFR,NTF3|NGFR,Signaling by Neurotrophin,Growth Factor/Neurotrophic,cpdb_uniprot
NTF3,NTRK1,NTF3|NTRK1,Signaling by Neurotrophin,Growth Factor/Neurotrophic,cpdb_uniprot
NTF3,NTRK2,NTF3|NTRK2,Signaling by Neurotrophin,Growth Factor/Neurotrophic,cpdb_uniprot
NTF3,NTRK3,NTF3|NTRK3,Signaling by Neurotrophin,Growth Factor/Neurotrophic,cpdb_uniprot
NTF4,NGFR,NTF4|NGFR,Signaling by Neurotrophin,Growth Factor/Neurotrophic,cpdb_uniprot
NTF4,NTRK2,NTF4|NTRK2,Signaling by Neurotrophin,Growth Factor/Neurotrophic,cpdb_uniprot
NODAL,ACVR1B_ACVR2A_CFC1,NODAL|ACVR1B_ACVR2A_CFC1,Signaling by NODAL,Growth Factor/Neurotrophic,cpdb_uniprot
NODAL,ACVR1B_ACVR2A_TDGF1,NODAL|ACVR1B_ACVR2A_TDGF1,Signaling by NODAL,Growth Factor/Neurotrophic,cpdb_uniprot
NODAL,ACVR1B_ACVR2B_CFC1,NODAL|ACVR1B_ACVR2B_CFC1,Signaling by NODAL,Growth Factor/Neurotrophic,cpdb_uniprot
NODAL,ACVR1B_ACVR2B_TDGF1,NODAL|ACVR1B_ACVR2B_TDGF1,Signaling by NODAL,Growth Factor/Neurotrophic,cpdb_uniprot
NODAL,ACVR1C_ACVR2B_CFC1,NODAL|ACVR1C_ACVR2B_CFC1,Signaling by NODAL,Growth Factor/Neurotrophic,cpdb_uniprot
NODAL,ACVR1C_ACVR2B_TDGF1,NODAL|ACVR1C_ACVR2B_TDGF1,Signaling by NODAL,Growth Factor/Neurotrophic,cpdb_uniprot
DBH_SLC18A1,ADRA1A,DBH_SLC18A1|ADRA1A,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A1,ADRA1B,DBH_SLC18A1|ADRA1B,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A1,ADRA1D,DBH_SLC18A1|ADRA1D,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A1,ADRA2A,DBH_SLC18A1|ADRA2A,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A1,ADRA2B,DBH_SLC18A1|ADRA2B,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A1,ADRA2C,DBH_SLC18A1|ADRA2C,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A1,ADRB1,DBH_SLC18A1|ADRB1,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A1,ADRB2,DBH_SLC18A1|ADRB2,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A1,ADRB3,DBH_SLC18A1|ADRB3,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A2,ADRA1A,DBH_SLC18A2|ADRA1A,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A2,ADRA1B,DBH_SLC18A2|ADRA1B,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A2,ADRA1D,DBH_SLC18A2|ADRA1D,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A2,ADRA2A,DBH_SLC18A2|ADRA2A,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A2,ADRA2B,DBH_SLC18A2|ADRA2B,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A2,ADRA2C,DBH_SLC18A2|ADRA2C,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A2,ADRB1,DBH_SLC18A2|ADRB1,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A2,ADRB2,DBH_SLC18A2|ADRB2,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
DBH_SLC18A2,ADRB3,DBH_SLC18A2|ADRB3,Signaling by Noradrenaline,Monoamine signaling,cpdb_special
